8157 WIND_SPEED,TEMPERATURE,HUMIDITY,MIC_A,MIC_B
108428 1.49,24.50,39.00,64.25,60.75
108428 1.49,24.50,39.00,-83.25,77.75
108436 1.49,24.50,39.00,-57.25,-46.75
108436 1.49,24.50,39.00,-147.75,-47.00
108444 1.49,24.50,39.00,-61.00,-12.50
108444 1.49,24.50,39.00,-34.50,14.00
108452 1.49,24.50,39.00,157.25,55.00
108452 1.31,24.50,39.00,70.25,-28.00
108460 1.31,24.50,39.00,-43.75,-62.25
108460 1.31,24.50,39.00,-119.00,-66.25
108468 1.31,24.50,39.00,-183.50,-15.50
108468 1.31,24.50,39.00,88.00,4.25
108476 1.31,24.50,39.00,-98.25,-90.00
108476 1.31,24.50,39.00,55.75,-5.25
108484 1.31,24.50,39.00,79.75,-1.75
108484 1.31,24.50,39.00,146.00,84.75
108493 1.31,24.50,39.00,-48.50,-37.00
108493 1.31,24.50,39.00,14.75,-46.25
108500 1.31,24.50,39.00,133.75,90.00
108501 1.31,24.50,39.00,-39.00,-41.25
108508 1.31,24.50,39.00,-39.25,37.00
108508 1.31,24.50,39.00,-10.25,56.50
108516 1.31,24.50,39.00,-1.75,81.25
108516 1.31,24.50,39.00,102.25,14.25
108523 1.31,24.50,39.00,77.75,102.50
108525 1.31,24.50,39.00,-267.50,-32.25
108531 1.31,24.50,39.00,-46.00,-63.50
108533 1.31,24.50,39.00,-87.25,-27.75
108540 1.31,24.50,39.00,167.25,24.50
108541 1.31,24.50,39.00,174.00,-121.50
108547 1.31,24.50,39.00,-12.50,33.25
108549 1.31,24.50,39.00,-232.25,220.75
108556 1.31,24.50,39.00,35.50,26.00
108556 1.31,24.50,39.00,116.00,-84.25
108564 1.31,24.50,39.00,22.00,14.50
108565 1.31,24.50,39.00,78.00,-158.50
108572 1.31,24.50,39.00,-206.25,-86.50
108572 1.31,24.50,39.00,121.75,-60.75
108580 1.31,24.50,39.00,176.50,16.50
108580 1.31,24.50,39.00,13.00,-41.75
108588 1.31,24.50,39.00,27.00,74.50
108588 1.31,24.50,39.00,141.50,33.50
108596 1.31,24.50,39.00,-108.25,27.75
108596 1.31,24.50,39.00,9.00,19.50
108605 1.31,24.50,39.00,-36.00,4.00
108605 1.31,24.50,39.00,-75.75,62.25
108613 1.31,24.50,39.00,-7.00,-65.50
108613 1.31,24.50,39.00,50.00,-109.75
108621 1.31,24.50,39.00,1.50,124.50
108621 1.31,24.50,39.00,59.25,10.25
108629 1.31,24.50,39.00,138.25,21.00
108629 1.31,24.50,39.00,-27.00,-38.25
108637 1.31,24.50,39.00,34.00,-103.00
108637 1.31,24.50,39.00,-89.25,71.50
108645 1.31,24.50,39.00,-361.00,-116.50
108645 1.31,24.50,39.00,-134.50,-66.75
108653 1.31,24.50,39.00,18.75,-41.00
108653 1.31,24.50,39.00,84.50,34.25
108660 1.31,24.50,39.00,-55.00,26.00
108660 1.31,24.50,39.00,-29.75,1.75
108668 1.31,24.50,39.00,114.25,-36.50
108668 1.31,24.50,39.00,88.25,-72.00
108674 1.31,24.50,39.00,-123.00,184.50
108678 1.31,24.50,39.00,114.00,69.00
108685 1.31,24.50,39.00,-152.00,-112.75
108685 1.31,24.50,39.00,-139.50,-59.50
108692 1.31,24.50,39.00,-198.75,-67.75
108693 1.31,24.50,39.00,349.75,107.50
108701 1.31,24.50,39.00,158.00,-57.75
108701 1.31,24.50,39.00,44.00,211.25
108708 1.31,24.50,39.00,107.00,-88.75
108708 1.31,24.50,39.00,181.00,-34.25
108716 1.31,24.50,39.00,-89.50,-28.25
108716 1.31,24.50,39.00,-207.50,-38.00
108725 1.31,24.50,39.00,169.75,-78.25
108725 1.31,24.50,39.00,-156.00,147.25
108733 1.31,24.50,39.00,-16.00,48.00
108733 1.31,24.50,39.00,-112.50,17.50
108740 1.31,24.50,39.00,-21.00,22.50
108740 1.31,24.50,39.00,-72.25,-105.00
108748 1.31,24.50,39.00,-25.50,18.75
108748 1.31,24.50,39.00,106.50,128.25
108756 1.31,24.50,39.00,73.00,1.25
108756 1.31,24.50,39.00,53.75,126.50
108765 1.31,24.50,39.00,121.00,66.25
108765 1.31,24.50,39.00,32.25,8.00
108773 1.31,24.50,39.00,30.75,28.75
108773 1.31,24.50,39.00,76.25,-19.50
108780 1.31,24.50,39.00,-47.25,-50.75
108781 1.31,24.50,39.00,-61.50,12.50
108789 1.31,24.50,39.00,-11.25,-117.00
108789 1.31,24.50,39.00,-2.75,-11.50
108798 1.31,24.50,39.00,-85.75,13.75
108798 1.31,24.50,39.00,-77.25,57.75
108805 1.31,24.50,39.00,100.25,-74.75
108805 1.31,24.50,39.00,27.00,38.00
108813 1.31,24.50,39.00,-53.25,-169.25
108813 1.31,24.50,39.00,144.00,3.25
108821 1.31,24.50,39.00,57.75,-73.50
108821 1.31,24.50,39.00,-336.75,16.25
108830 1.31,24.50,39.00,-97.75,-206.75
108830 1.31,24.50,39.00,3.25,193.00
108836 1.31,24.50,39.00,58.50,172.50
108837 1.31,24.50,39.00,42.50,-144.50
108844 1.31,24.50,39.00,-28.25,-92.75
108844 1.31,24.50,39.00,0.25,4.75
108852 1.31,24.50,39.00,-90.25,-61.25
108852 1.31,24.50,39.00,-161.00,-3.00
108861 1.31,24.50,39.00,-48.75,62.75
108861 1.31,24.50,39.00,276.25,-59.75
108869 1.31,24.50,39.00,62.00,42.00
108869 1.31,24.50,39.00,-9.00,106.00
108875 1.31,24.50,39.00,56.25,97.75
108875 1.31,24.50,39.00,117.75,-3.25
108884 1.31,24.50,39.00,-28.50,-81.00
108884 1.31,24.50,39.00,-191.50,4.50
108892 1.31,24.50,39.00,22.75,-9.75
108892 1.31,24.50,39.00,54.75,30.75
108901 1.31,24.50,39.00,-52.25,18.25
108901 1.31,24.50,39.00,141.25,30.75
108909 1.31,24.50,39.00,110.75,-1.00
108909 1.31,24.50,39.00,-180.25,22.25
108916 1.31,24.50,39.00,-330.25,11.50
108916 1.31,24.50,39.00,-84.00,-76.50
108924 1.31,24.50,39.00,-44.75,-94.25
108924 1.31,24.50,39.00,261.00,-19.50
108933 1.31,24.50,39.00,174.00,78.25
108933 1.31,24.50,39.00,23.00,164.00
108940 1.31,24.50,39.00,24.50,35.25
108941 1.31,24.50,39.00,114.00,84.75
108948 1.31,24.50,39.00,268.75,-5.50
108949 1.31,24.50,39.00,124.00,-123.75
108956 1.31,24.50,39.00,-440.25,-29.25
108956 1.31,24.50,39.00,-87.75,-7.25
108964 1.31,24.50,39.00,7.00,14.00
108965 1.31,24.50,39.00,-246.75,9.00
108972 1.31,24.50,39.00,-38.25,94.50
108973 1.31,24.50,39.00,96.25,84.50
108980 1.31,24.50,39.00,113.75,37.00
108981 1.31,24.50,39.00,173.00,-31.00
108988 1.31,24.50,39.00,28.50,2.00
108988 1.31,24.50,39.00,-96.75,-32.25
108996 1.31,24.50,39.00,73.50,-97.25
108996 1.31,24.50,39.00,-122.25,221.75
109004 1.31,24.50,39.00,-3.50,-123.75
109005 1.31,24.50,39.00,-124.00,-41.75
109012 1.31,24.50,39.00,-251.00,-8.00
109013 1.31,24.50,39.00,-144.25,-109.00
109021 1.31,24.50,39.00,-101.00,-19.75
109021 1.31,24.50,39.00,34.00,62.25
109029 1.31,24.50,39.00,97.00,-53.50
109029 1.31,24.50,39.00,-30.00,-93.00
109036 1.31,24.50,39.00,-110.75,189.00
109036 1.31,24.50,39.00,65.75,-73.50
109044 1.31,24.50,39.00,199.75,-336.00
109044 1.31,24.50,39.00,-224.75,174.25
109050 1.31,24.50,39.00,-108.00,218.25
109058 1.31,24.50,39.00,68.25,-112.00
109061 1.31,24.50,39.00,-81.25,-244.75
109061 1.31,24.50,39.00,-87.50,-70.75
109069 1.31,24.50,39.00,19.00,10.50
109069 1.31,24.50,39.00,67.75,112.00
109076 1.31,24.50,39.00,57.75,164.75
109077 1.31,24.50,39.00,119.50,105.25
109084 1.31,24.50,39.00,51.50,80.00
109084 1.31,24.50,39.00,29.25,6.50
109092 1.31,24.50,39.00,23.00,-61.00
109093 1.31,24.50,39.00,-38.50,-5.50
109100 1.31,24.50,39.00,-44.25,186.75
109101 1.31,24.50,39.00,122.25,98.50
109108 1.31,24.50,39.00,-35.25,-51.25
109108 1.31,24.50,39.00,182.00,-53.50
109116 1.31,24.50,39.00,90.50,-59.25
109117 1.31,24.50,39.00,72.75,94.75
109124 1.31,24.50,39.00,59.25,11.50
109125 1.31,24.50,39.00,-66.25,26.75
109132 1.31,24.50,39.00,-119.50,24.00
109132 1.31,24.50,39.00,-171.75,-145.75
109141 1.31,24.50,39.00,39.50,-112.50
109141 1.31,24.50,39.00,16.50,-12.25
109149 1.31,24.50,39.00,50.00,99.00
109149 1.31,24.50,39.00,-35.50,-37.25
109156 1.31,24.50,39.00,-26.75,29.75
109157 1.31,24.50,39.00,-104.50,-66.75
109164 1.31,24.50,39.00,-162.50,-116.50
109165 1.31,24.50,39.00,-104.25,164.25
109172 1.31,24.50,39.00,52.00,-88.50
109173 1.31,24.50,39.00,183.50,-23.25
109180 1.31,24.50,39.00,140.25,-15.50
109181 1.31,24.50,39.00,-20.75,94.00
109188 1.31,24.50,39.00,11.25,98.25
109188 1.31,24.50,39.00,-49.00,-77.25
109196 1.31,24.50,39.00,-61.75,-116.50
109196 1.31,24.50,39.00,137.00,31.75
109204 1.31,24.50,39.00,39.50,-106.75
109204 1.31,24.50,39.00,-92.75,49.00
109212 1.31,24.50,39.00,-35.50,51.25
109212 1.31,24.50,39.00,8.00,-180.75
109220 1.31,24.50,39.00,206.75,-21.25
109220 1.31,24.50,39.00,2.50,104.00
109228 1.31,24.50,39.00,-198.00,59.75
109228 1.31,24.50,39.00,-3.75,-119.00
109236 1.31,24.50,39.00,136.50,78.25
109236 1.31,24.50,39.00,6.25,-43.25
109244 1.31,24.50,39.00,-52.25,40.75
109244 1.31,24.50,39.00,17.00,161.50
109251 1.31,24.50,39.00,60.75,10.50
109252 1.31,24.50,39.00,6.25,-1.75
109260 1.31,24.50,39.00,-90.00,-89.25
109260 1.31,24.50,39.00,-58.00,-104.75
109268 1.31,24.50,39.00,5.00,-212.75
109268 1.31,24.50,39.00,26.00,-83.50
109276 1.31,24.50,39.00,-163.50,-52.50
109276 1.31,24.50,39.00,-8.75,248.75
109285 1.31,24.50,39.00,83.25,110.00
109286 1.31,24.50,39.00,0.50,-65.50
109292 1.31,24.50,39.00,-70.50,88.25
109293 1.31,24.50,39.00,88.75,71.25
109300 1.31,24.50,39.00,-51.75,-27.25
109300 1.31,24.50,39.00,-20.50,-62.00
109308 1.31,24.50,39.00,211.50,165.25
109309 1.31,24.50,39.00,-113.50,-85.00
109316 1.31,24.50,39.00,90.75,134.00
109317 1.31,24.50,39.00,42.00,-66.75
109325 1.31,24.50,39.00,76.75,-54.25
109325 1.31,24.50,39.00,50.00,-36.00
109332 1.31,24.50,39.00,-0.25,46.75
109332 1.31,24.50,39.00,-118.25,-327.75
109341 1.31,24.50,39.00,-63.75,166.00
109341 1.31,24.50,39.00,18.75,189.50
109349 1.31,24.50,39.00,233.75,47.75
109349 1.31,24.50,39.00,93.50,-52.25
109357 1.31,24.50,39.00,-54.00,88.25
109357 1.31,24.50,39.00,-89.00,40.25
109364 1.31,24.50,39.00,-31.50,-62.50
109365 1.31,24.50,39.00,-55.25,-102.75
109372 1.31,24.50,39.00,-79.00,-121.75
109373 1.31,24.50,39.00,-34.50,-57.50
109380 1.31,24.50,39.00,44.25,173.75
109381 1.31,24.50,39.00,37.25,7.50
109390 1.31,24.50,39.00,66.50,46.50
109390 1.31,24.50,39.00,-68.25,85.75
109396 1.31,24.50,39.00,-195.25,45.25
109397 1.31,24.50,39.00,-102.50,-42.00
109405 1.31,24.50,39.00,4.25,-199.50
109405 1.31,24.50,39.00,4.75,-134.50
109412 1.31,24.50,39.00,146.25,45.75
109412 1.31,24.50,39.00,183.00,68.00
109420 1.31,24.50,39.00,-16.50,26.50
109420 1.31,24.50,39.00,-269.25,14.50
109428 1.31,24.50,39.00,-4.00,-68.00
109428 1.31,24.50,39.00,59.75,-186.50
109436 1.31,24.50,39.00,91.00,-149.25
109437 1.31,24.50,39.00,-254.50,-63.75
109444 1.31,24.50,39.00,-258.50,63.25
109444 1.31,24.50,39.00,88.00,-60.75
109451 1.31,24.50,39.00,-39.25,-43.50
109453 1.31,24.50,39.00,115.00,203.50
109460 1.31,24.50,39.00,29.00,-55.75
109460 1.40,24.50,39.00,209.00,3.00
109468 1.40,24.50,39.00,73.25,9.75
109468 1.40,24.50,39.00,-248.75,-59.50
109477 1.40,24.50,39.00,49.00,6.75
109477 1.40,24.50,39.00,10.50,-59.25
109484 1.40,24.50,39.00,425.00,2.75
109484 1.40,24.50,39.00,-140.25,185.00
109492 1.40,24.50,39.00,-43.50,192.00
109493 1.40,24.50,39.00,183.00,-56.00
109500 1.40,24.50,39.00,143.25,54.75
109501 1.40,24.50,39.00,-73.25,35.00
109509 1.40,24.50,39.00,-36.25,42.00
109509 1.40,24.50,39.00,-82.50,-44.25
109516 1.40,24.50,39.00,-239.00,0.50
109517 1.40,24.50,39.00,-48.25,84.50
109524 1.40,24.50,39.00,81.50,-11.75
109525 1.40,24.50,39.00,13.50,-120.75
109532 1.40,24.50,39.00,-8.75,297.50
109532 1.40,24.50,39.00,9.25,-79.75
109540 1.40,24.50,39.00,75.00,-103.50
109540 1.40,24.50,39.00,116.50,57.50
109548 1.40,24.50,39.00,41.50,109.75
109548 1.40,24.50,39.00,-143.25,63.75
109556 1.40,24.50,39.00,43.50,-5.25
109556 1.40,24.50,39.00,67.50,28.00
109564 1.40,24.50,39.00,-121.00,-6.50
109565 1.40,24.50,39.00,-371.75,-136.00
109572 1.40,24.50,39.00,207.75,-114.50
109572 1.40,24.50,39.00,201.50,-191.50
109580 1.40,24.50,39.00,-31.75,-58.00
109580 1.40,24.50,39.00,108.75,164.00
109589 1.40,24.50,39.00,-110.00,26.50
109589 1.40,24.50,39.00,78.25,324.75
109597 1.40,24.50,39.00,272.00,44.50
109597 1.40,24.50,39.00,182.25,-134.75
109605 1.40,24.50,39.00,35.25,-55.00
109606 1.40,24.50,39.00,-57.50,241.75
109613 1.40,24.50,39.00,-83.00,111.25
109613 1.40,24.50,39.00,-85.00,9.50
109619 1.40,24.50,39.00,-185.00,-53.50
109620 1.40,24.50,39.00,-299.50,-28.00
109628 1.40,24.50,39.00,68.50,-70.00
109628 1.40,24.50,39.00,38.75,-8.75
109637 1.40,24.50,39.00,15.25,-236.00
109637 1.40,24.50,39.00,2.25,-43.75
109644 1.40,24.50,39.00,-92.50,70.25
109645 1.40,24.50,39.00,18.75,92.00
109652 1.40,24.50,39.00,-7.50,-85.75
109653 1.40,24.50,39.00,-254.75,-61.50
109659 1.40,24.50,39.00,49.75,-16.00
109660 1.40,24.50,39.00,-139.25,-140.00
109667 1.40,24.50,39.00,-149.00,-64.50
109668 1.40,24.50,39.00,-27.00,-26.25
109677 1.40,24.50,39.00,-126.50,-53.75
109677 1.40,24.50,39.00,250.50,-15.50
109684 1.40,24.50,39.00,401.00,19.00
109684 1.40,24.50,39.00,274.00,53.00
109692 1.40,24.50,39.00,74.50,97.50
109692 1.40,24.50,39.00,-47.50,276.00
109700 1.40,24.50,39.00,-43.75,282.25
109701 1.40,24.50,39.00,199.25,15.75
109708 1.40,24.50,39.00,87.25,-238.50
109708 1.40,24.50,39.00,21.50,91.25
109716 1.40,24.50,39.00,-134.50,42.50
109716 1.40,24.50,39.00,-215.25,-78.75
109724 1.40,24.50,39.00,-29.75,-8.50
109725 1.40,24.50,39.00,136.25,10.75
109732 1.40,24.50,39.00,-71.00,-98.75
109732 1.40,24.50,39.00,31.75,413.75
109740 1.40,24.50,39.00,-62.00,-90.25
109740 1.40,24.50,39.00,-126.25,-213.50
109748 1.40,24.50,39.00,-154.75,-137.25
109748 1.40,24.50,39.00,47.75,-148.00
109756 1.40,24.50,39.00,46.75,-97.50
109756 1.40,24.50,39.00,-69.00,-65.75
109764 1.40,24.50,39.00,120.75,97.00
109764 1.40,24.50,39.00,13.50,29.25
109773 1.40,24.50,39.00,-76.75,66.25
109773 1.40,24.50,39.00,29.00,-19.50
109780 1.40,24.50,39.00,-10.50,-57.75
109781 1.40,24.50,39.00,-181.00,-23.75
109789 1.40,24.50,39.00,-104.00,88.25
109789 1.40,24.50,39.00,138.50,54.25
109797 1.40,24.50,39.00,-194.50,-40.50
109797 1.40,24.50,39.00,125.00,-39.75
109804 1.40,24.50,39.00,292.00,2.50
109804 1.40,24.50,39.00,238.25,0.25
109813 1.40,24.50,39.00,110.75,149.75
109813 1.40,24.50,39.00,-105.25,9.00
109820 1.40,24.50,39.00,-292.50,-25.50
109820 1.40,24.50,39.00,-177.75,-52.25
109828 1.40,24.50,39.00,-141.50,-100.50
109828 1.40,24.50,39.00,184.00,103.75
109837 1.40,24.50,39.00,256.25,-13.00
109837 1.40,24.50,39.00,-22.25,38.00
109845 1.40,24.50,39.00,-74.75,104.00
109845 1.40,24.50,39.00,-87.00,-93.00
109852 1.40,24.50,39.00,-93.25,-11.75
109852 1.40,24.50,39.00,29.25,-185.50
109861 1.40,24.50,39.00,65.25,2.50
109861 1.40,24.50,39.00,-246.50,30.00
109869 1.40,24.50,39.00,88.75,125.50
109869 1.40,24.50,39.00,31.50,-113.00
109877 1.40,24.50,39.00,20.75,-107.75
109877 1.40,24.50,39.00,62.50,104.00
109884 1.40,24.50,39.00,-58.75,95.50
109884 1.40,24.50,39.00,-16.00,109.25
109892 1.40,24.50,39.00,9.75,-23.75
109892 1.40,24.50,39.00,42.50,-66.25
109900 1.40,24.50,39.00,37.25,33.75
109900 1.40,24.50,39.00,-40.00,20.75
109908 1.40,24.50,39.00,-113.25,43.75
109908 1.40,24.50,39.00,-167.50,-90.25
109916 1.40,24.50,39.00,-57.00,-84.00
109916 1.40,24.50,39.00,-41.00,-59.50
109924 1.40,24.50,39.00,167.50,-58.75
109924 1.40,24.50,39.00,240.25,-80.75
109932 1.40,24.50,39.00,135.50,200.00
109932 1.40,24.50,39.00,21.25,147.25
109941 1.40,24.50,39.00,229.75,-95.25
109941 1.40,24.50,39.00,272.75,-122.50
109948 1.40,24.50,39.00,26.75,107.25
109948 1.40,24.50,39.00,-273.00,185.00
109956 1.40,24.50,39.00,-180.00,11.25
109956 1.40,24.50,39.00,-120.00,-54.25
109964 1.40,24.50,39.00,-85.00,101.00
109964 1.40,24.50,39.00,-24.50,117.75
109972 1.40,24.50,39.00,-73.00,-171.00
109972 1.40,24.50,39.00,-70.00,-34.25
109980 1.40,24.50,39.00,-42.50,-8.00
109980 1.40,24.50,39.00,-59.25,-66.25
109988 1.40,24.50,39.00,117.50,-133.25
109988 1.40,24.50,39.00,-76.25,-89.00
109997 1.40,24.50,39.00,-80.00,-52.00
109997 1.40,24.50,39.00,13.25,-6.00
110005 1.40,24.50,39.00,137.50,144.50
110005 1.40,24.50,39.00,172.25,33.75
110012 1.40,24.50,39.00,-13.25,-67.75
110013 1.40,24.50,39.00,-42.00,194.25
110021 1.40,24.50,39.00,-73.75,57.00
110021 1.40,24.50,39.00,-51.25,-71.50
110029 1.40,24.50,39.00,-47.50,-129.50
110029 1.40,24.50,39.00,-136.75,-96.50
110037 1.40,24.50,39.00,15.00,59.75
110037 1.40,24.50,39.00,111.50,-128.25
110044 1.40,24.50,39.00,24.75,6.00
110045 1.40,24.50,39.00,-15.75,86.50
110052 1.40,24.50,39.00,-18.25,-34.50
110052 1.40,24.50,39.00,7.00,-7.50
110060 1.40,24.50,39.00,66.25,-32.50
110060 1.40,24.50,39.00,2.50,-105.50
110068 1.40,24.50,39.00,-206.25,53.75
110068 1.40,24.50,39.00,-146.50,126.75
110077 1.40,24.50,39.00,34.50,-14.75
110077 1.40,24.50,39.00,334.25,-13.00
110083 1.40,24.50,39.00,270.75,-71.00
110084 1.40,24.50,39.00,-32.25,-27.00
110093 1.40,24.50,39.00,-153.25,227.25
110093 1.40,24.50,39.00,-16.50,41.00
110100 1.40,24.50,39.00,-74.25,-193.25
110101 1.40,24.50,39.00,85.75,55.25
110110 1.40,24.50,39.00,123.75,-34.00
110110 1.40,24.50,39.00,67.75,75.75
110116 1.40,24.50,39.00,55.75,-8.50
110116 1.40,24.50,39.00,48.25,-26.50
110125 1.40,24.50,39.00,-40.25,183.25
110126 1.40,24.50,39.00,-19.25,31.75
110133 1.40,24.50,39.00,263.75,12.00
110133 1.40,24.50,39.00,-62.00,-65.75
110141 1.40,24.50,39.00,-35.25,-46.25
110141 1.40,24.50,39.00,-41.50,58.00
110149 1.40,24.50,39.00,89.50,-31.75
110149 1.40,24.50,39.00,35.50,-250.25
110156 1.40,24.50,39.00,-295.25,-182.75
110157 1.40,24.50,39.00,-162.50,-131.50
110164 1.40,24.50,39.00,81.25,-93.25
110165 1.40,24.50,39.00,15.75,16.50
110172 1.40,24.50,39.00,-100.50,-18.25
110173 1.40,24.50,39.00,-126.75,288.00
110180 1.40,24.50,39.00,-36.00,35.25
110180 1.40,24.50,39.00,104.50,-107.00
110188 1.40,24.50,39.00,-26.75,-116.25
110188 1.40,24.50,39.00,40.50,-12.25
110196 1.40,24.50,39.00,-4.75,-54.75
110196 1.40,24.50,39.00,71.00,58.50
110204 1.40,24.50,39.00,171.50,-12.75
110204 1.40,24.50,39.00,157.75,70.00
110212 1.40,24.50,39.00,-6.75,171.50
110212 1.40,24.50,39.00,-178.00,14.75
110220 1.40,24.50,39.00,-169.75,-162.25
110220 1.40,24.50,39.00,-69.75,274.75
110228 1.40,24.50,39.00,-2.50,-160.00
110228 1.40,24.50,39.00,5.25,-119.25
110236 1.40,24.50,39.00,-236.50,-7.75
110236 1.40,24.50,39.00,4.50,-51.00
110244 1.40,24.50,39.00,84.25,180.50
110244 1.40,24.50,39.00,-67.50,-97.25
110252 1.40,24.50,39.00,-91.00,14.75
110252 1.40,24.50,39.00,3.75,-77.25
110260 1.40,24.50,39.00,13.50,28.00
110260 1.40,24.50,39.00,141.75,14.25
110268 1.40,24.50,39.00,229.25,-50.25
110269 1.40,24.50,39.00,217.50,22.75
110276 1.40,24.50,39.00,59.75,175.50
110276 1.40,24.50,39.00,-50.50,171.00
110284 1.40,24.50,39.00,62.75,178.50
110284 1.40,24.50,39.00,105.00,-5.00
110292 1.40,24.50,39.00,-27.50,-336.50
110292 1.40,24.50,39.00,-13.50,59.50
110300 1.40,24.50,39.00,-47.00,-19.75
110300 1.40,24.50,39.00,-146.00,-12.75
110308 1.40,24.50,39.00,-57.50,105.75
110309 1.40,24.50,39.00,19.50,8.25
110317 1.40,24.50,39.00,-94.50,12.00
110317 1.40,24.50,39.00,-165.50,29.25
110324 1.40,24.50,39.00,-130.75,-40.75
110325 1.40,24.50,39.00,-18.75,-140.50
110332 1.40,24.50,39.00,26.50,-13.00
110333 1.40,24.50,39.00,-122.00,-180.50
110340 1.40,24.50,39.00,-296.50,5.75
110341 1.40,24.50,39.00,4.50,-58.50
110349 1.40,24.50,39.00,107.50,-35.50
110349 1.40,24.50,39.00,252.75,51.25
110356 1.40,24.50,39.00,311.00,21.00
110357 1.40,24.50,39.00,100.50,86.75
110364 1.40,24.50,39.00,-32.75,79.25
110365 1.40,24.50,39.00,-186.75,-30.75
110373 1.40,24.50,39.00,-100.00,66.50
110373 1.40,24.50,39.00,284.75,21.25
110380 1.40,24.50,39.00,37.50,-220.25
110381 1.40,24.50,39.00,-19.75,2.75
110387 1.40,24.50,39.00,-63.25,-24.50
110388 1.40,24.50,39.00,-82.00,131.75
110396 1.40,24.50,39.00,-110.50,4.50
110396 1.40,24.50,39.00,-270.25,-89.00
110403 1.40,24.50,39.00,-137.25,-61.75
110404 1.40,24.50,39.00,-36.50,-172.25
110412 1.40,24.50,39.00,372.25,-92.25
110412 1.40,24.50,39.00,311.25,-174.25
110419 1.40,24.50,39.00,50.00,217.50
110420 1.40,24.50,39.00,-571.25,378.25
110428 1.40,24.50,39.00,-12.50,24.75
110428 1.40,24.50,39.00,-29.50,-300.00
110435 1.40,24.50,39.00,231.50,-60.25
110436 1.40,24.50,39.00,168.50,-151.25
110444 1.40,24.50,39.00,19.75,138.50
110444 1.40,24.50,39.00,-36.75,142.00
110452 1.40,24.50,39.00,-104.50,19.25
110452 1.40,24.50,39.00,71.25,131.75
110460 1.40,24.50,39.00,195.00,78.50
110460 1.40,24.50,39.00,69.25,-112.50
110468 1.40,24.50,39.00,-226.25,-27.75
110468 1.23,24.50,39.00,-43.50,-8.25
110476 1.23,24.50,39.00,15.00,-140.25
110476 1.23,24.50,39.00,-158.00,32.75
110484 1.23,24.50,39.00,-256.75,64.75
110485 1.23,24.50,39.00,-33.50,-9.75
110492 1.23,24.50,39.00,254.75,-28.00
110493 1.23,24.50,39.00,206.25,129.75
110501 1.23,24.50,39.00,-132.00,-49.75
110501 1.23,24.50,39.00,-241.75,88.00
110509 1.23,24.50,39.00,-26.50,-37.00
110509 1.23,24.50,39.00,-107.50,-111.00
110516 1.23,24.50,39.00,-55.00,-83.25
110517 1.23,24.50,39.00,-87.50,-79.75
110525 1.23,24.50,39.00,-51.25,-168.75
110525 1.23,24.50,39.00,312.25,177.00
110533 1.23,24.50,39.00,238.50,-92.75
110533 1.23,24.50,39.00,206.00,53.00
110541 1.23,24.50,39.00,159.00,89.50
110541 1.23,24.50,39.00,-116.25,89.00
110549 1.23,24.50,39.00,-350.50,196.50
110549 1.23,24.50,39.00,-249.50,156.25
110557 1.23,24.50,39.00,151.50,-89.25
110557 1.23,24.50,39.00,341.50,-387.00
110564 1.23,24.50,39.00,178.75,86.00
110565 1.23,24.50,39.00,-217.00,230.00
110572 1.23,24.50,39.00,-328.75,147.75
110573 1.23,24.50,39.00,-167.50,-174.00
110581 1.23,24.50,39.00,-17.25,-172.75
110581 1.23,24.50,39.00,93.75,-27.25
110588 1.23,24.50,39.00,264.00,-7.50
110589 1.23,24.50,39.00,94.50,24.50
110597 1.23,24.50,39.00,-12.50,143.75
110597 1.23,24.50,39.00,55.00,195.25
110604 1.23,24.50,39.00,-36.25,-46.25
110605 1.23,24.50,39.00,73.25,22.75
110613 1.23,24.50,39.00,44.50,-8.75
110613 1.23,24.50,39.00,15.75,64.75
110620 1.23,24.50,39.00,-28.00,-5.50
110621 1.23,24.50,39.00,11.50,-13.25
110628 1.23,24.50,39.00,-135.50,-13.75
110629 1.23,24.50,39.00,-65.75,-77.75
110636 1.23,24.50,39.00,69.75,-81.25
110637 1.23,24.50,39.00,135.00,-39.00
110644 1.23,24.50,39.00,84.25,-66.25
110644 1.23,24.50,39.00,23.75,44.50
110652 1.23,24.50,39.00,-110.50,73.25
110653 1.23,24.50,39.00,-139.25,35.75
110660 1.23,24.50,39.00,-32.25,-44.25
110660 1.23,24.50,39.00,-62.25,-133.75
110668 1.23,24.50,39.00,71.75,-191.75
110668 1.23,24.50,39.00,-165.75,-54.25
110676 1.23,24.50,39.00,-112.25,87.25
110677 1.23,24.50,39.00,-66.00,15.75
110684 1.23,24.50,39.00,-6.50,6.25
110684 1.23,24.50,39.00,-31.25,-85.25
110692 1.23,24.50,39.00,-18.50,-45.00
110692 1.23,24.50,39.00,-58.50,29.75
110700 1.23,24.50,39.00,-80.25,-10.00
110700 1.23,24.50,39.00,77.75,-61.75
110708 1.23,24.50,39.00,186.75,-29.25
110708 1.23,24.50,39.00,18.50,12.25
110716 1.23,24.50,39.00,-171.25,-168.75
110716 1.23,24.50,39.00,12.25,-91.25
110724 1.23,24.50,39.00,116.75,-55.75
110724 1.23,24.50,39.00,24.50,157.50
110732 1.23,24.50,39.00,51.25,205.75
110732 1.23,24.50,39.00,47.50,103.50
110740 1.23,24.50,39.00,-60.50,-122.75
110740 1.23,24.50,39.00,-15.50,3.00
110748 1.23,24.50,39.00,-98.00,2.00
